"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2004"	"2004"	"25-34 years"	"25-34"	1635	1751645	93.34
	"Illinois"	"17"	"2004"	"2004"	"35-44 years"	"35-44"	3483	1882409	185.03
	"Illinois"	"17"	"2004"	"2004"	"45-54 years"	"45-54"	7324	1772561	413.19
	"Illinois"	"17"	"2004"	"2004"	"55-64 years"	"55-64"	10961	1206900	908.19
	"Illinois"	"17"	"2004"	"2004"	"65-74 years"	"65-74"	16750	761628	2199.24
	"Illinois"	"17"	"2004"	"2004"	"75-84 years"	"75-84"	28819	546044	5277.78
	"Illinois"	"17"	"2004"	"2004"	"85+ years"	"85+"	30533	203647	14993.10
	"Illinois"	"17"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"< 1 year"	"1"	1328	170542	778.69
	"Illinois"	"17"	"2005"	"2005"	"1-4 years"	"1-4"	186	695164	26.76
	"Illinois"	"17"	"2005"	"2005"	"5-9 years"	"5-9"	93	849518	10.95
	"Illinois"	"17"	"2005"	"2005"	"10-14 years"	"10-14"	139	923414	15.05
	"Illinois"	"17"	"2005"	"2005"	"15-19 years"	"15-19"	559	914275	61.14
	"Illinois"	"17"	"2005"	"2005"	"20-24 years"	"20-24"	855	887761	96.31
	"Illinois"	"17"	"2005"	"2005"	"25-34 years"	"25-34"	1681	1738659	96.68
	"Illinois"	"17"	"2005"	"2005"	"35-44 years"	"35-44"	3334	1856865	179.55
	"Illinois"	"17"	"2005"	"2005"	"45-54 years"	"45-54"	7329	1802236	406.66
	"Illinois"	"17"	"2005"	"2005"	"55-64 years"	"55-64"	11279	1254152	899.33
	"Illinois"	"17"	"2005"	"2005"	"65-74 years"	"65-74"	16441	762354	2156.61
	"Illinois"	"17"	"2005"	"2005"	"75-84 years"	"75-84"	29096	546917	5320.00
	"Illinois"	"17"	"2005"	"2005"	"85+ years"	"85+"	31651	208046	15213.46
	"Illinois"	"17"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2006"	"2006"	"< 1 year"	"1"	1309	169033	774.40
	"Illinois"	"17"	"2006"	"2006"	"1-4 years"	"1-4"	176	684749	25.70
	"Illinois"	"17"	"2006"	"2006"	"5-9 years"	"5-9"	99	847980	11.67
	"Illinois"	"17"	"2006"	"2006"	"10-14 years"	"10-14"	122	913671	13.35
	"Illinois"	"17"	"2006"	"2006"	"15-19 years"	"15-19"	552	921587	59.90
	"Illinois"	"17"	"2006"	"2006"	"20-24 years"	"20-24"	782	882932	88.57
	"Illinois"	"17"	"2006"	"2006"	"25-34 years"	"25-34"	1669	1737829	96.04
	"Illinois"	"17"	"2006"	"2006"	"35-44 years"	"35-44"	3194	1834591	174.10
	"Illinois"	"17"	"2006"	"2006"	"45-54 years"	"45-54"	7379	1827063	403.87
	"Illinois"	"17"	"2006"	"2006"	"55-64 years"	"55-64"	11370	1301167	873.83
	"Illinois"	"17"	"2006"	"2006"	"65-74 years"	"65-74"	16043	766400	2093.29
	"Illinois"	"17"	"2006"	"2006"	"75-84 years"	"75-84"	28345	543381	5216.41
	"Illinois"	"17"	"2006"	"2006"	"85+ years"	"85+"	31126	213572	14574.01
	"Illinois"	"17"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2007"	"2007"	"< 1 year"	"1"	1217	171292	710.48
	"Illinois"	"17"	"2007"	"2007"	"1-4 years"	"1-4"	188	680035	27.65
	"Illinois"	"17"	"2007"	"2007"	"5-9 years"	"5-9"	106	849196	12.48
	"Illinois"	"17"	"2007"	"2007"	"10-14 years"	"10-14"	164	902390	18.17
	"Illinois"	"17"	"2007"	"2007"	"15-19 years"	"15-19"	560	928377	60.32
	"Illinois"	"17"	"2007"	"2007"	"20-24 years"	"20-24"	800	880284	90.88
	"Illinois"	"17"	"2007"	"2007"	"25-34 years"	"25-34"	1598	1742537	91.71
	"Illinois"	"17"	"2007"	"2007"	"35-44 years"	"35-44"	3037	1809651	167.82
	"Illinois"	"17"	"2007"	"2007"	"45-54 years"	"45-54"	7327	1847204	396.65
	"Illinois"	"17"	"2007"	"2007"	"55-64 years"	"55-64"	11548	1342516	860.18
	"Illinois"	"17"	"2007"	"2007"	"65-74 years"	"65-74"	15734	783737	2007.56
	"Illinois"	"17"	"2007"	"2007"	"75-84 years"	"75-84"	27460	538721	5097.26
	"Illinois"	"17"	"2007"	"2007"	"85+ years"	"85+"	30752	219926	13982.89
	"Illinois"	"17"	"2007"	"2007"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"< 1 year"	"1"	1256	167968	747.76
	"Illinois"	"17"	"2008"	"2008"	"1-4 years"	"1-4"	174	679695	25.60
	"Illinois"	"17"	"2008"	"2008"	"5-9 years"	"5-9"	107	851542	12.57
	"Illinois"	"17"	"2008"	"2008"	"10-14 years"	"10-14"	123	892352	13.78
	"Illinois"	"17"	"2008"	"2008"	"15-19 years"	"15-19"	504	931065	54.13
	"Illinois"	"17"	"2008"	"2008"	"20-24 years"	"20-24"	795	876545	90.70
	"Illinois"	"17"	"2008"	"2008"	"25-34 years"	"25-34"	1682	1757471	95.71
	"Illinois"	"17"	"2008"	"2008"	"35-44 years"	"35-44"	2935	1779962	164.89
	"Illinois"	"17"	"2008"	"2008"	"45-54 years"	"45-54"	7566	1860587	406.65
	"Illinois"	"17"	"2008"	"2008"	"55-64 years"	"55-64"	11914	1380334	863.12
	"Illinois"	"17"	"2008"	"2008"	"65-74 years"	"65-74"	16575	811991	2041.28
	"Illinois"	"17"	"2008"	"2008"	"75-84 years"	"75-84"	27010	532428	5072.99
	"Illinois"	"17"	"2008"	"2008"	"85+ years"	"85+"	32820	225098	14580.32
	"Illinois"	"17"	"2008"	"2008"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"2009"	"2009"	"< 1 year"	"1"	1177	164646	714.87
	"Illinois"	"17"	"2009"	"2009"	"1-4 years"	"1-4"	188	675629	27.83
	"Illinois"	"17"	"2009"	"2009"	"5-9 years"	"5-9"	98	857360	11.43
	"Illinois"	"17"	"2009"	"2009"	"10-14 years"	"10-14"	125	883928	14.14
	"Illinois"	"17"	"2009"	"2009"	"15-19 years"	"15-19"	485	928201	52.25
	"Illinois"	"17"	"2009"	"2009"	"20-24 years"	"20-24"	781	877648	88.99
	"Illinois"	"17"	"2009"	"2009"	"25-34 years"	"25-34"	1646	1770469	92.97
	"Illinois"	"17"	"2009"	"2009"	"35-44 years"	"35-44"	2841	1746776	162.64
	"Illinois"	"17"	"2009"	"2009"	"45-54 years"	"45-54"	7392	1871148	395.05
	"Illinois"	"17"	"2009"	"2009"	"55-64 years"	"55-64"	11976	1428967	838.09
	"Illinois"	"17"	"2009"	"2009"	"65-74 years"	"65-74"	16196	835601	1938.25
	"Illinois"	"17"	"2009"	"2009"	"75-84 years"	"75-84"	25666	525595	4883.23
	"Illinois"	"17"	"2009"	"2009"	"85+ years"	"85+"	31476	230810	13637.19
	"Illinois"	"17"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2010"	"2010"	"< 1 year"	"1"	1118	162506	687.97
	"Illinois"	"17"	"2010"	"2010"	"1-4 years"	"1-4"	178	673071	26.45
	"Illinois"	"17"	"2010"	"2010"	"5-9 years"	"5-9"	101	859405	11.75
	"Illinois"	"17"	"2010"	"2010"	"10-14 years"	"10-14"	125	879448	14.21
	"Illinois"	"17"	"2010"	"2010"	"15-19 years"	"15-19"	483	922092	52.38
	"Illinois"	"17"	"2010"	"2010"	"20-24 years"	"20-24"	722	878964	82.14
	"Illinois"	"17"	"2010"	"2010"	"25-34 years"	"25-34"	1709	1775957	96.23
	"Illinois"	"17"	"2010"	"2010"	"35-44 years"	"35-44"	2586	1725890	149.84
	"Illinois"	"17"	"2010"	"2010"	"45-54 years"	"45-54"	7089	1870879	378.91
	"Illinois"	"17"	"2010"	"2010"	"55-64 years"	"55-64"	12059	1473207	818.55
	"Illinois"	"17"	"2010"	"2010"	"65-74 years"	"65-74"	16093	849535	1894.33
	"Illinois"	"17"	"2010"	"2010"	"75-84 years"	"75-84"	25278	524766	4817.00
	"Illinois"	"17"	"2010"	"2010"	"85+ years"	"85+"	32385	234912	13786.01
	"Illinois"	"17"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2011"	"2011"	"< 1 year"	"1"	1051	161001	652.79
	"Illinois"	"17"	"2011"	"2011"	"1-4 years"	"1-4"	162	663334	24.42
	"Illinois"	"17"	"2011"	"2011"	"5-9 years"	"5-9"	94	850841	11.05
	"Illinois"	"17"	"2011"	"2011"	"10-14 years"	"10-14"	124	872075	14.22
	"Illinois"	"17"	"2011"	"2011"	"15-19 years"	"15-19"	496	906792	54.70
	"Illinois"	"17"	"2011"	"2011"	"20-24 years"	"20-24"	770	887045	86.81
	"Illinois"	"17"	"2011"	"2011"	"25-34 years"	"25-34"	1677	1785816	93.91
	"Illinois"	"17"	"2011"	"2011"	"35-44 years"	"35-44"	2643	1703723	155.13
	"Illinois"	"17"	"2011"	"2011"	"45-54 years"	"45-54"	6891	1851195	372.25
	"Illinois"	"17"	"2011"	"2011"	"55-64 years"	"55-64"	12463	1539070	809.77
	"Illinois"	"17"	"2011"	"2011"	"65-74 years"	"65-74"	16457	872813	1885.51
	"Illinois"	"17"	"2011"	"2011"	"75-84 years"	"75-84"	25563	524347	4875.21
	"Illinois"	"17"	"2011"	"2011"	"85+ years"	"85+"	33507	241960	13848.16
	"Illinois"	"17"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"< 1 year"	"1"	1032	158542	650.93
	"Illinois"	"17"	"2012"	"2012"	"1-4 years"	"1-4"	148	653513	22.65
	"Illinois"	"17"	"2012"	"2012"	"5-9 years"	"5-9"	98	847765	11.56
	"Illinois"	"17"	"2012"	"2012"	"10-14 years"	"10-14"	121	864786	13.99
	"Illinois"	"17"	"2012"	"2012"	"15-19 years"	"15-19"	450	889424	50.59
	"Illinois"	"17"	"2012"	"2012"	"20-24 years"	"20-24"	794	899311	88.29
	"Illinois"	"17"	"2012"	"2012"	"25-34 years"	"25-34"	1709	1784923	95.75
	"Illinois"	"17"	"2012"	"2012"	"35-44 years"	"35-44"	2542	1693385	150.11
	"Illinois"	"17"	"2012"	"2012"	"45-54 years"	"45-54"	6882	1824014	377.30
	"Illinois"	"17"	"2012"	"2012"	"55-64 years"	"55-64"	12929	1560003	828.78
	"Illinois"	"17"	"2012"	"2012"	"65-74 years"	"65-74"	16848	924456	1822.48
	"Illinois"	"17"	"2012"	"2012"	"75-84 years"	"75-84"	24871	523041	4755.08
	"Illinois"	"17"	"2012"	"2012"	"85+ years"	"85+"	34000	247635	13729.88
	"Illinois"	"17"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2013"	"2013"	"< 1 year"	"1"	942	155922	604.15
	"Illinois"	"17"	"2013"	"2013"	"1-4 years"	"1-4"	143	642650	22.25
	"Illinois"	"17"	"2013"	"2013"	"5-9 years"	"5-9"	93	842508	11.04
	"Illinois"	"17"	"2013"	"2013"	"10-14 years"	"10-14"	110	858044	12.82
	"Illinois"	"17"	"2013"	"2013"	"15-19 years"	"15-19"	419	874099	47.94
	"Illinois"	"17"	"2013"	"2013"	"20-24 years"	"20-24"	726	907426	80.01
	"Illinois"	"17"	"2013"	"2013"	"25-34 years"	"25-34"	1718	1788029	96.08
	"Illinois"	"17"	"2013"	"2013"	"35-44 years"	"35-44"	2471	1684594	146.68
	"Illinois"	"17"	"2013"	"2013"	"45-54 years"	"45-54"	6635	1795003	369.64
	"Illinois"	"17"	"2013"	"2013"	"55-64 years"	"55-64"	13065	1589097	822.17
	"Illinois"	"17"	"2013"	"2013"	"65-74 years"	"65-74"	17344	964586	1798.08
	"Illinois"	"17"	"2013"	"2013"	"75-84 years"	"75-84"	25210	525973	4793.02
	"Illinois"	"17"	"2013"	"2013"	"85+ years"	"85+"	34524	251574	13723.20
	"Illinois"	"17"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2014"	"2014"	"< 1 year"	"1"	1045	155757	670.92
	"Illinois"	"17"	"2014"	"2014"	"1-4 years"	"1-4"	130	634481	20.49
	"Illinois"	"17"	"2014"	"2014"	"5-9 years"	"5-9"	79	829645	9.52
	"Illinois"	"17"	"2014"	"2014"	"10-14 years"	"10-14"	104	852480	12.20
	"Illinois"	"17"	"2014"	"2014"	"15-19 years"	"15-19"	428	859147	49.82
	"Illinois"	"17"	"2014"	"2014"	"20-24 years"	"20-24"	779	908785	85.72
	"Illinois"	"17"	"2014"	"2014"	"25-34 years"	"25-34"	1721	1785410	96.39
	"Illinois"	"17"	"2014"	"2014"	"35-44 years"	"35-44"	2518	1673794	150.44
	"Illinois"	"17"	"2014"	"2014"	"45-54 years"	"45-54"	6612	1765696	374.47
	"Illinois"	"17"	"2014"	"2014"	"55-64 years"	"55-64"	13432	1615607	831.39
	"Illinois"	"17"	"2014"	"2014"	"65-74 years"	"65-74"	18276	1001430	1824.99
	"Illinois"	"17"	"2014"	"2014"	"75-84 years"	"75-84"	24848	529866	4689.49
	"Illinois"	"17"	"2014"	"2014"	"85+ years"	"85+"	35315	255446	13824.84
	"Illinois"	"17"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2015"	"2015"	"< 1 year"	"1"	953	155733	611.94
	"Illinois"	"17"	"2015"	"2015"	"1-4 years"	"1-4"	122	625163	19.51
	"Illinois"	"17"	"2015"	"2015"	"5-9 years"	"5-9"	94	818801	11.48
	"Illinois"	"17"	"2015"	"2015"	"10-14 years"	"10-14"	122	842068	14.49
	"Illinois"	"17"	"2015"	"2015"	"15-19 years"	"15-19"	430	850786	50.54
	"Illinois"	"17"	"2015"	"2015"	"20-24 years"	"20-24"	850	900022	94.44
	"Illinois"	"17"	"2015"	"2015"	"25-34 years"	"25-34"	1762	1775974	99.21
	"Illinois"	"17"	"2015"	"2015"	"35-44 years"	"35-44"	2616	1662062	157.39
	"Illinois"	"17"	"2015"	"2015"	"45-54 years"	"45-54"	6431	1739470	369.71
	"Illinois"	"17"	"2015"	"2015"	"55-64 years"	"55-64"	13871	1640096	845.74
	"Illinois"	"17"	"2015"	"2015"	"65-74 years"	"65-74"	18800	1037949	1811.26
	"Illinois"	"17"	"2015"	"2015"	"75-84 years"	"75-84"	24981	532635	4690.08
	"Illinois"	"17"	"2015"	"2015"	"85+ years"	"85+"	35831	258288	13872.50
	"Illinois"	"17"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2016"	"2016"	"< 1 year"	"1"	980	153482	638.51
	"Illinois"	"17"	"2016"	"2016"	"1-4 years"	"1-4"	135	619029	21.81
	"Illinois"	"17"	"2016"	"2016"	"5-9 years"	"5-9"	75	806005	9.31
	"Illinois"	"17"	"2016"	"2016"	"10-14 years"	"10-14"	100	833900	11.99
	"Illinois"	"17"	"2016"	"2016"	"15-19 years"	"15-19"	502	844129	59.47
	"Illinois"	"17"	"2016"	"2016"	"20-24 years"	"20-24"	896	884075	101.35
	"Illinois"	"17"	"2016"	"2016"	"25-34 years"	"25-34"	2161	1774032	121.81
	"Illinois"	"17"	"2016"	"2016"	"35-44 years"	"35-44"	2836	1646756	172.22
	"Illinois"	"17"	"2016"	"2016"	"45-54 years"	"45-54"	6256	1713154	365.17
	"Illinois"	"17"	"2016"	"2016"	"55-64 years"	"55-64"	13962	1655713	843.26
	"Illinois"	"17"	"2016"	"2016"	"65-74 years"	"65-74"	19317	1072843	1800.54
	"Illinois"	"17"	"2016"	"2016"	"75-84 years"	"75-84"	24688	538938	4580.86
	"Illinois"	"17"	"2016"	"2016"	"85+ years"	"85+"	35110	259483	13530.75
	"Illinois"	"17"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"1999"	"1999"	"< 1 year"	"1"	686	83904	817.60
	"Indiana"	"18"	"1999"	"1999"	"1-4 years"	"1-4"	142	337001	42.14
	"Indiana"	"18"	"1999"	"1999"	"5-9 years"	"5-9"	89	440415	20.21
	"Indiana"	"18"	"1999"	"1999"	"10-14 years"	"10-14"	101	439078	23.00
	"Indiana"	"18"	"1999"	"1999"	"15-19 years"	"15-19"	339	455151	74.48
	"Indiana"	"18"	"1999"	"1999"	"20-24 years"	"20-24"	369	420595	87.73
	"Indiana"	"18"	"1999"	"1999"	"25-34 years"	"25-34"	905	836943	108.13
	"Indiana"	"18"	"1999"	"1999"	"35-44 years"	"35-44"	1774	962267	184.36
	"Indiana"	"18"	"1999"	"1999"	"45-54 years"	"45-54"	3386	795740	425.52
	"Indiana"	"18"	"1999"	"1999"	"55-64 years"	"55-64"	5546	522962	1060.50
	"Indiana"	"18"	"1999"	"1999"	"65-74 years"	"65-74"	10909	397080	2747.31
	"Indiana"	"18"	"1999"	"1999"	"75-84 years"	"75-84"	16254	263559	6167.12
	"Indiana"	"18"	"1999"	"1999"	"85+ years"	"85+"	14799	90274	16393.42
	"Indiana"	"18"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2000"	"2000"	"< 1 year"	"1"	685	85210	803.90
	"Indiana"	"18"	"2000"	"2000"	"1-4 years"	"1-4"	144	339047	42.47
	"Indiana"	"18"	"2000"	"2000"	"5-9 years"	"5-9"	74	443403	16.69
	"Indiana"	"18"	"2000"	"2000"	"10-14 years"	"10-14"	92	443618	20.74
	"Indiana"	"18"	"2000"	"2000"	"15-19 years"	"15-19"	346	453565	76.28
	"Indiana"	"18"	"2000"	"2000"	"20-24 years"	"20-24"	405	426128	95.04
	"Indiana"	"18"	"2000"	"2000"	"25-34 years"	"25-34"	856	830805	103.03
	"Indiana"	"18"	"2000"	"2000"	"35-44 years"	"35-44"	1845	960252	192.14
	"Indiana"	"18"	"2000"	"2000"	"45-54 years"	"45-54"	3522	816420	431.40
	"Indiana"	"18"	"2000"	"2000"	"55-64 years"	"55-64"	5657	529575	1068.22
	"Indiana"	"18"	"2000"	"2000"	"65-74 years"	"65-74"	10655	395219	2695.97
	"Indiana"	"18"	"2000"	"2000"	"75-84 years"	"75-84"	16401	265770	6171.13
	"Indiana"	"18"	"2000"	"2000"	"85+ years"	"85+"	14783	91473	16161.05
	"Indiana"	"18"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2001"	"2001"	"< 1 year"	"1"	650	87279	744.74
	"Indiana"	"18"	"2001"	"2001"	"1-4 years"	"1-4"	121	337960	35.80
	"Indiana"	"18"	"2001"	"2001"	"5-9 years"	"5-9"	73	437890	16.67
	"Indiana"	"18"	"2001"	"2001"	"10-14 years"	"10-14"	77	450526	17.09
	"Indiana"	"18"	"2001"	"2001"	"15-19 years"	"15-19"	330	453729	72.73
	"Indiana"	"18"	"2001"	"2001"	"20-24 years"	"20-24"	447	440515	101.47
	"Indiana"	"18"	"2001"	"2001"	"25-34 years"	"25-34"	870	817892	106.37
	"Indiana"	"18"	"2001"	"2001"	"35-44 years"	"35-44"	1917	951600	201.45
	"Indiana"	"18"	"2001"	"2001"	"45-54 years"	"45-54"	3684	851664	432.56
	"Indiana"	"18"	"2001"	"2001"	"55-64 years"	"55-64"	5599	542610	1031.86
	"Indiana"	"18"	"2001"	"2001"	"65-74 years"	"65-74"	10186	393026	2591.69
	"Indiana"	"18"	"2001"	"2001"	"75-84 years"	"75-84"	16280	269722	6035.84
	"Indiana"	"18"	"2001"	"2001"	"85+ years"	"85+"	14963	93347	16029.44
	"Indiana"	"18"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2002"	"2002"	"< 1 year"	"1"	657	84208	780.21
	"Indiana"	"18"	"2002"	"2002"	"1-4 years"	"1-4"	120	341506	35.14
	"Indiana"	"18"	"2002"	"2002"	"5-9 years"	"5-9"	75	433323	17.31
	"Indiana"	"18"	"2002"	"2002"	"10-14 years"	"10-14"	81	454818	17.81
	"Indiana"	"18"	"2002"	"2002"	"15-19 years"	"15-19"	320	450831	70.98
	"Indiana"	"18"	"2002"	"2002"	"20-24 years"	"20-24"	434	448045	96.87
	"Indiana"	"18"	"2002"	"2002"	"25-34 years"	"25-34"	801	812004	98.64
	"Indiana"	"18"	"2002"	"2002"	"35-44 years"	"35-44"	1882	937877	200.67
	"Indiana"	"18"	"2002"	"2002"	"45-54 years"	"45-54"	3832	861047	445.04
	"Indiana"	"18"	"2002"	"2002"	"55-64 years"	"55-64"	5796	574351	1009.14
	"Indiana"	"18"	"2002"	"2002"	"65-74 years"	"65-74"	9938	390579	2544.43
	"Indiana"	"18"	"2002"	"2002"	"75-84 years"	"75-84"	16274	273169	5957.48
	"Indiana"	"18"	"2002"	"2002"	"85+ years"	"85+"	15185	94209	16118.42
	"Indiana"	"18"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"< 1 year"	"1"	661	84459	782.63
	"Indiana"	"18"	"2003"	"2003"	"1-4 years"	"1-4"	119	342240	34.77
	"Indiana"	"18"	"2003"	"2003"	"5-9 years"	"5-9"	58	431062	13.46
	"Indiana"	"18"	"2003"	"2003"	"10-14 years"	"10-14"	77	457625	16.83
	"Indiana"	"18"	"2003"	"2003"	"15-19 years"	"15-19"	277	452375	61.23
	"Indiana"	"18"	"2003"	"2003"	"20-24 years"	"20-24"	469	454110	103.28
	"Indiana"	"18"	"2003"	"2003"	"25-34 years"	"25-34"	904	812263	111.29
	"Indiana"	"18"	"2003"	"2003"	"35-44 years"	"35-44"	1882	922229	204.07
	"Indiana"	"18"	"2003"	"2003"	"45-54 years"	"45-54"	3937	877666	448.58
	"Indiana"	"18"	"2003"	"2003"	"55-64 years"	"55-64"	6063	598272	1013.42
	"Indiana"	"18"	"2003"	"2003"	"65-74 years"	"65-74"	9775	392040	2493.37
	"Indiana"	"18"	"2003"	"2003"	"75-84 years"	"75-84"	16363	276375	5920.58
	"Indiana"	"18"	"2003"	"2003"	"85+ years"	"85+"	15373	95922	16026.56
	"Indiana"	"18"	"2003"	"2003"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2004"	"2004"	"< 1 year"	"1"	700	86516	809.10
	"Indiana"	"18"	"2004"	"2004"	"1-4 years"	"1-4"	127	342329	37.10
	"Indiana"	"18"	"2004"	"2004"	"5-9 years"	"5-9"	70	430003	16.28
	"Indiana"	"18"	"2004"	"2004"	"10-14 years"	"10-14"	96	458100	20.96
	"Indiana"	"18"	"2004"	"2004"	"15-19 years"	"15-19"	303	456485	66.38
	"Indiana"	"18"	"2004"	"2004"	"20-24 years"	"20-24"	446	455140	97.99
	"Indiana"	"18"	"2004"	"2004"	"25-34 years"	"25-34"	846	810727	104.35
	"Indiana"	"18"	"2004"	"2004"	"35-44 years"	"35-44"	1805	910180	198.31
	"Indiana"	"18"	"2004"	"2004"	"45-54 years"	"45-54"	3845	891692	431.20
	"Indiana"	"18"	"2004"	"2004"	"55-64 years"	"55-64"	6014	622598	965.95
	"Indiana"	"18"	"2004"	"2004"	"65-74 years"	"65-74"	9246	394470	2343.90
	"Indiana"	"18"	"2004"	"2004"	"75-84 years"	"75-84"	15898	277551	5727.96
	"Indiana"	"18"	"2004"	"2004"	"85+ years"	"85+"	14814	97216	15238.23
	"Indiana"	"18"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"< 1 year"	"1"	698	85050	820.69
	"Indiana"	"18"	"2005"	"2005"	"1-4 years"	"1-4"	132	344567	38.31
	"Indiana"	"18"	"2005"	"2005"	"5-9 years"	"5-9"	83	432642	19.18
	"Indiana"	"18"	"2005"	"2005"	"10-14 years"	"10-14"	89	454815	19.57
	"Indiana"	"18"	"2005"	"2005"	"15-19 years"	"15-19"	288	463181	62.18
	"Indiana"	"18"	"2005"	"2005"	"20-24 years"	"20-24"	493	453312	108.76
	"Indiana"	"18"	"2005"	"2005"	"25-34 years"	"25-34"	945	811745	116.42
	"Indiana"	"18"	"2005"	"2005"	"35-44 years"	"35-44"	1755	900169	194.96
	"Indiana"	"18"	"2005"	"2005"	"45-54 years"	"45-54"	3998	907838	440.39
	"Indiana"	"18"	"2005"	"2005"	"55-64 years"	"55-64"	6183	649036	952.64
	"Indiana"	"18"	"2005"	"2005"	"65-74 years"	"65-74"	9546	397604	2400.88
	"Indiana"	"18"	"2005"	"2005"	"75-84 years"	"75-84"	15886	278966	5694.60
	"Indiana"	"18"	"2005"	"2005"	"85+ years"	"85+"	15578	99691	15626.29
	"Indiana"	"18"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2006"	"2006"	"< 1 year"	"1"	708	87074	813.10
	"Indiana"	"18"	"2006"	"2006"	"1-4 years"	"1-4"	122	342863	35.58
	"Indiana"	"18"	"2006"	"2006"	"5-9 years"	"5-9"	83	437119	18.99
	"Indiana"	"18"	"2006"	"2006"	"10-14 years"	"10-14"	84	454143	18.50
	"Indiana"	"18"	"2006"	"2006"	"15-19 years"	"15-19"	309	469646	65.79
	"Indiana"	"18"	"2006"	"2006"	"20-24 years"	"20-24"	434	450986	96.23
	"Indiana"	"18"	"2006"	"2006"	"25-34 years"	"25-34"	977	812260	120.28
	"Indiana"	"18"	"2006"	"2006"	"35-44 years"	"35-44"	1861	893275	208.33
	"Indiana"	"18"	"2006"	"2006"	"45-54 years"	"45-54"	4175	923639	452.02
	"Indiana"	"18"	"2006"	"2006"	"55-64 years"	"55-64"	6448	674227	956.35
	"Indiana"	"18"	"2006"	"2006"	"65-74 years"	"65-74"	9330	404944	2304.02
	"Indiana"	"18"	"2006"	"2006"	"75-84 years"	"75-84"	15537	279173	5565.37
	"Indiana"	"18"	"2006"	"2006"	"85+ years"	"85+"	15553	103320	15053.23
	"Indiana"	"18"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2007"	"2007"	"< 1 year"	"1"	681	88218	771.95
	"Indiana"	"18"	"2007"	"2007"	"1-4 years"	"1-4"	105	345177	30.42
	"Indiana"	"18"	"2007"	"2007"	"5-9 years"	"5-9"	64	440411	14.53
	"Indiana"	"18"	"2007"	"2007"	"10-14 years"	"10-14"	91	451522	20.15
	"Indiana"	"18"	"2007"	"2007"	"15-19 years"	"15-19"	307	475093	64.62
	"Indiana"	"18"	"2007"	"2007"	"20-24 years"	"20-24"	425	446582	95.17
	"Indiana"	"18"	"2007"	"2007"	"25-34 years"	"25-34"	983	816321	120.42
	"Indiana"	"18"	"2007"	"2007"	"35-44 years"	"35-44"	1716	883042	194.33
	"Indiana"	"18"	"2007"	"2007"	"45-54 years"	"45-54"	4046	934167	433.11
	"Indiana"	"18"	"2007"	"2007"	"55-64 years"	"55-64"	6422	699158	918.53
	"Indiana"	"18"	"2007"	"2007"	"65-74 years"	"65-74"	9189	414954	2214.46
	"Indiana"	"18"	"2007"	"2007"	"75-84 years"	"75-84"	14593	278151	5246.43
	"Indiana"	"18"	"2007"	"2007"	"85+ years"	"85+"	15374	106803	14394.73
